,GO:0005634,GO:0005524,GO:0004063,GO:0004556,GO:0006850,GO:0003735,GO:0004345,GO:0005794,GO:0005576,GO:0001520,GO:0005186,GO:0001103,GO:0005737,GO:0004064,GO:0031305,GO:0005762,GO:0005536,GO:0007165,GO:0001934,GO:0005654,GO:0004181,GO:0016430,GO:0000187,GO:0050833,GO:0004674,GO:0007155,GO:0030488,GO:0006397,GO:0006913,GO:0005666,GO:0005829,GO:0097224,GO:0005925,GO:0006508,GO:0007016,GO:0045944,GO:0004708,GO:0005669,GO:0044613,GO:0006098,GO:0030173,GO:0006520,GO:0004713,GO:0005672,GO:0048471,GO:0006139,GO:0006915,GO:0006695,GO:0032991,GO:0006383,GO:0006739,GO:0035035,GO:0030574,GO:0010875,GO:0006384,GO:0006740,GO:0070208,GO:0098592,GO:0019372,GO:0043231,GO:0072734,GO:2000045,GO:0102009,GO:0019439,GO:0009051,GO:0006468,GO:0017025,GO:0031667,GO:0097194,GO:0042795,GO:0032411,GO:0097200,GO:0010041,GO:0007254,GO:0034364,GO:0010734,GO:0007257,GO:0023014,GO:0034366,GO:0008545,GO:0019322,GO:0009611,GO:0031098,GO:0046395,GO:0032094,GO:0032147,GO:0046434,GO:0034115,GO:0046470,GO:0031116,GO:0031435,GO:0051099,GO:0045415,GO:0043249,GO:0032839,GO:0070542,GO:0043523,GO:0034393,GO:0072562,GO:0050679,GO:0102007,GO:0046390,GO:0033138,GO:0051247,GO:1902617,GO:0033148,GO:0060761,GO:0051156,GO:0045740,GO:0070375,GO:0061052,GO:0043408,GO:0051770,GO:0071363,GO:1904879,GO:0043507,GO:0061049,GO:0071499,GO:2000378,GO:0090051,GO:0048012,GO:0072709,GO:2000342,GO:2000672,GO:2001240,GO:0048754,GO:0050770,GO:0060244,GO:0071437
GO:0006915,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.281667629257514,0.281667629257514,0.0946711744686673,0,0,0,0,0.0946711744686673,0.430391556452101,0.0946711744686673,0,0,0,0.430391556452101,0,0.430391556452101,0,0,0,0.368928321788923,1,0.384548316186319,0,0.281667629257514,0.501857061352187,0,0.384548316186319,0.0946711744686673,0.281667629257514,0.430391556452101,0.281667629257514,0,0.430391556452101,0,0.281667629257514,0.0946711744686673,0,0.281667629257514,0.430391556452101,0.328437876110948,0,0.101928598243478,0.430391556452101,0.281667629257514,0.0946711744686673,0,0.0946711744686673,0.430391556452101,0,0.0946711744686673,0.0946711744686673,0.485140103696232,0,0,0.384548316186319,0.0946711744686673,0.30326006603292,0.430391556452101,0.0946711744686673,0.106713950843701,0.281667629257514,0.0946711744686673,0.430391556452101,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.430391556452101,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.281667629257514,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.317497545705384,0.0946711744686673,0.430391556452101,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.430391556452101,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.384548316186319,0.0946711744686673,0.0946711744686673,0
GO:0006695,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.507369635036905,0.507369635036905,0.0946711744686673,0,0,0,0,0.384548316186319,0.384548316186319,0.0946711744686673,0,0,0,0.548595988441218,0,0.548595988441218,0,0,0,0.664552857828372,0.384548316186319,1,0,0.715195778226051,0.639689061045388,0,0.457824622203084,0.0946711744686673,0.715195778226051,0.548595988441218,0.0946711744686673,0,0.774297994220609,0,0.0946711744686673,0.0946711744686673,0,0.330647462039732,0.548595988441218,0.448401658945359,0,0.101928598243478,0.384548316186319,0.715195778226051,0.0946711744686673,0,0.0946711744686673,0.457824622203084,0,0.0946711744686673,0.0946711744686673,0.516062830138284,0,0,0.857597889113025,0.0946711744686673,0.101928598243478,0.548595988441218,0.0946711744686673,0.106713950843701,0.338705075920536,0.0946711744686673,0.774297994220609,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.384548316186319,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.631895883333634,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.381790518868639,0.0946711744686673,0.457824622203084,0.0946711744686673,0.110391100153688,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.101928598243478,0.384548316186319,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.384548316186319,0.0946711744686673,0.0946711744686673,0
GO:0032991,0.430705035192026,0,0,0,0,0,0,0.430705035192026,0.430705035192026,0.430705035192026,0,0,0.473583718238172,0,0.430705035192026,0.728377382531244,0,0,0,0.430705035192026,0,0,0,0,0,0,0,0,0,0.728377382531244,0.430705035192026,0.430705035192026,0.430705035192026,0,0,0,0,0.728377382531244,0.728377382531244,0,0.430705035192026,0,0,0.728377382531244,0.430705035192026,0,0,0,1,0,0,0,0,0,0,0,0,0.430705035192026,0,0.502868640027624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800890727794585,0,0,0,0.728377382531244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430705035192026,0,0,0,0.430705035192026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430705035192026
GO:0006383,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.669352537960268,0.669352537960268,0.0946711744686673,0,0,0,0,0.507369635036905,0.281667629257514,0.0946711744686673,0,0,0,0.526950427073293,0,0.48949377244666,0,0,0,0.690199783477319,0.281667629257514,0.715195778226051,0,1,0.614449305161297,0,0.507369635036905,0.0946711744686673,0.774297994220609,0.526950427073293,0.281667629257514,0,0.384548316186319,0,0.281667629257514,0.0946711744686673,0,0.507369635036905,0.526950427073293,0.639689061045388,0,0.101928598243478,0.281667629257514,0.857597889113025,0.0946711744686673,0,0.0946711744686673,0.548595988441218,0,0.0946711744686673,0.0946711744686673,0.618380892305747,0,0,0.631895883333634,0.0946711744686673,0.30326006603292,0.36496752414993,0.0946711744686673,0.106713950843701,0.36496752414993,0.0946711744686673,0.48949377244666,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.631895883333634,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.411393717784423,0.0946711744686673,0.548595988441218,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.281667629257514,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0
GO:0006739,0,0,0,0,0.110391100153688,0,0,0,0,0,0,0,0,0,0,0,0,0.140556395930854,0.140556395930854,0,0,0,0.120386006676688,0,0,0.110391100153688,0.614449305161297,0.614449305161297,0.110391100153688,0,0,0,0,0.448401658945359,0.501857061352187,0.110391100153688,0,0,0,0.833952353784062,0,0.736820707414725,0,0,0,0.848451534650551,0.501857061352187,0.639689061045388,0,0.614449305161297,1,0,0.533845323099607,0.110391100153688,0.614449305161297,0.833952353784062,0.328437876110948,0,0.639689061045388,0,0.328437876110948,0.110391100153688,0,0.591617168696223,0.833952353784062,0.709413632579556,0,0.120386006676688,0.501857061352187,0.614449305161297,0.110391100153688,0,0.110391100153688,0.591617168696223,0,0.110391100153688,0.110391100153688,0.681264526811004,0,0,0.639689061045388,0.110391100153688,0.35817492797266,0.639689061045388,0.110391100153688,0.127118590517044,0.667904707568124,0.110391100153688,0.736820707414725,0.110391100153688,0,0.110391100153688,0.110391100153688,0.501857061352187,0,0.110391100153688,0.120386006676688,0.110391100153688,0,0.110391100153688,0,0.667904707568124,0.110391100153688,0.143940328912186,0.110391100153688,0.110391100153688,0.110391100153688,0.769111865970676,0.110391100153688,0.591617168696223,0.110391100153688,0.132370991763244,0.110391100153688,0.328437876110948,0.110391100153688,0.120386006676688,0.501857061352187,0.328437876110948,0.110391100153688,0.110391100153688,0.110391100153688,0.328437876110948,0.110391100153688,0.110391100153688,0.110391100153688,0.448401658945359,0.110391100153688,0.110391100153688,0
GO:0035035,0,0.600226733090059,0.36496752414993,0.36496752414993,0,0.36496752414993,0.36496752414993,0,0,0,0.669352537960268,0.669352537960268,0,0.36496752414993,0,0,0.600226733090059,0,0,0,0.36496752414993,0.36496752414993,0,0.36496752414993,0.36496752414993,0,0,0,0,0,0,0,0,0,0,0,0.392945670630792,0,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36496752414993,0,0,0,0.669352537960268,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0,0,0,0.857597889113025,0,0,0,0,0,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0030574,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.507369635036905,0.507369635036905,0.0946711744686673,0,0,0,0,0.507369635036905,0.384548316186319,0.0946711744686673,0,0,0,0.457824622203084,0,0.457824622203084,0,0,0,0.443635981778049,0.384548316186319,0.457824622203084,0,0.507369635036905,0.533845323099607,0,1,0.0946711744686673,0.507369635036905,0.457824622203084,0.0946711744686673,0,0.457824622203084,0,0.0946711744686673,0.0946711744686673,0,0.715195778226051,0.457824622203084,0.591617168696223,0,0.101928598243478,0.384548316186319,0.507369635036905,0.0946711744686673,0,0.0946711744686673,0.507369635036905,0,0.0946711744686673,0.0946711744686673,0.571910284168219,0,0,0.457824622203084,0.0946711744686673,0.101928598243478,0.857597889113025,0.0946711744686673,0.106713950843701,0.715195778226051,0.0946711744686673,0.457824622203084,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.384548316186319,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.338705075920536,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.381790518868639,0.0946711744686673,0.507369635036905,0.0946711744686673,0.110391100153688,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.101928598243478,0.384548316186319,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.857597889113025,0.0946711744686673,0.0946711744686673,0
GO:0010875,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.309681575748103,0.512209960821912,0,0,0,0.449975385613125,0,0,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0,0,0,0,0.0946711744686673,0.242146205299344,0.41793666323388,0,0,0,0.0946711744686673,0,0.0946711744686673,0,0,0,0.124000324817517,0.0946711744686673,0.0946711744686673,0,0.0946711744686673,0.110391100153688,0,0.0946711744686673,1,0.0946711744686673,0.0946711744686673,0.0946711744686673,0,0.0946711744686673,0,0.0946711744686673,0.252684044303801,0,0.0946711744686673,0.0946711744686673,0.110391100153688,0,0.101928598243478,0.0946711744686673,0.0946711744686673,0.774297994220609,0,0.0946711744686673,0.252684044303801,0,0.252684044303801,0.41793666323388,0.284827064142398,0,0,0.0946711744686673,0.0946711744686673,0.272054620415674,0.0946711744686673,0.0946711744686673,0.471100868732556,0.0946711744686673,0.252684044303801,0.0946711744686673,0.41793666323388,0,0.242146205299344,0.252684044303801,0.0946711744686673,0,0.0946711744686673,0.272054620415674,0.41793666323388,0,0.41793666323388,0,0.0946711744686673,0.41793666323388,0.522346808226156,0.0946711744686673,0.41793666323388,0.252684044303801,0.106713950843701,0.41793666323388,0.252684044303801,0.252684044303801,0.294641635096771,0.41793666323388,0.0946711744686673,0.774297994220609,0.449975385613125,0.0946711744686673,0.0946711744686673,0.252684044303801,0.715195778226051,0.252684044303801,0.0946711744686673,0.252684044303801,0.252684044303801,0.252684044303801,0.0946711744686673,0.252684044303801,0.252684044303801,0
GO:0006384,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.669352537960268,0.669352537960268,0.0946711744686673,0,0,0,0,0.507369635036905,0.281667629257514,0.0946711744686673,0,0,0,0.526950427073293,0,0.48949377244666,0,0,0,0.690199783477319,0.281667629257514,0.715195778226051,0,0.774297994220609,0.614449305161297,0,0.507369635036905,0.0946711744686673,1,0.526950427073293,0.281667629257514,0,0.384548316186319,0,0.281667629257514,0.0946711744686673,0,0.507369635036905,0.526950427073293,0.639689061045388,0,0.101928598243478,0.281667629257514,0.774297994220609,0.0946711744686673,0,0.0946711744686673,0.548595988441218,0,0.0946711744686673,0.0946711744686673,0.618380892305747,0,0,0.631895883333634,0.0946711744686673,0.30326006603292,0.36496752414993,0.0946711744686673,0.106713950843701,0.36496752414993,0.0946711744686673,0.48949377244666,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.631895883333634,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.411393717784423,0.0946711744686673,0.548595988441218,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.281667629257514,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0
GO:0006740,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.526950427073293,0.526950427073293,0.0946711744686673,0,0,0,0,0.384548316186319,0.430391556452101,0.0946711744686673,0,0,0,0.715195778226051,0,0.631895883333634,0,0,0,0.690199783477319,0.430391556452101,0.548595988441218,0,0.526950427073293,0.833952353784062,0,0.457824622203084,0.0946711744686673,0.526950427073293,1,0.281667629257514,0,0.548595988441218,0,0.281667629257514,0.0946711744686673,0,0.507369635036905,0.715195778226051,0.591617168696223,0,0.101928598243478,0.430391556452101,0.526950427073293,0.0946711744686673,0,0.0946711744686673,0.507369635036905,0,0.0946711744686673,0.0946711744686673,0.571910284168219,0,0,0.548595988441218,0.0946711744686673,0.30326006603292,0.548595988441218,0.0946711744686673,0.106713950843701,0.572793667339076,0.0946711744686673,0.631895883333634,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.430391556452101,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.572793667339076,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.645656670080028,0.0946711744686673,0.507369635036905,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.430391556452101,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.384548316186319,0.0946711744686673,0.0946711744686673,0
GO:0070208,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.281667629257514,0.281667629257514,0.0946711744686673,0,0,0,0,0.0946711744686673,0.857597889113025,0.0946711744686673,0,0,0,0.281667629257514,0,0.281667629257514,0,0,0,0.368928321788923,0.281667629257514,0.0946711744686673,0,0.281667629257514,0.328437876110948,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0.281667629257514,1,0,0.281667629257514,0,0.281667629257514,0.0946711744686673,0,0.281667629257514,0.281667629257514,0.328437876110948,0,0.101928598243478,0.281667629257514,0.281667629257514,0.0946711744686673,0,0.0946711744686673,0.281667629257514,0,0.0946711744686673,0.0946711744686673,0.317497545705384,0,0,0.0946711744686673,0.0946711744686673,0.30326006603292,0.281667629257514,0.0946711744686673,0.106713950843701,0.281667629257514,0.0946711744686673,0.281667629257514,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.281667629257514,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.317497545705384,0.0946711744686673,0.281667629257514,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.281667629257514,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0
GO:0098592,0.395086155190776,0,0,0,0,0,0,0.395086155190776,0.338705075920536,0.395086155190776,0,0,0.425373174147418,0,0.774297994220609,0.395086155190776,0,0,0,0.395086155190776,0,0,0,0,0,0,0,0,0,0.395086155190776,0.395086155190776,0.395086155190776,0.338705075920536,0,0,0,0,0.395086155190776,0.395086155190776,0,0.774297994220609,0,0,0.395086155190776,0.395086155190776,0,0,0,0.430705035192026,0,0,0,0,0,0,0,0,1,0,0.445343630526195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364669962111404,0,0,0,0.338705075920536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395086155190776,0,0,0,0.338705075920536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395086155190776
GO:0019372,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.384548316186319,0.384548316186319,0.0946711744686673,0,0,0,0,0.384548316186319,0.430391556452101,0.0946711744686673,0,0,0,0.548595988441218,0,0.774297994220609,0,0,0,0.503681467804272,0.430391556452101,0.774297994220609,0,0.384548316186319,0.639689061045388,0,0.457824622203084,0.0946711744686673,0.384548316186319,0.548595988441218,0.281667629257514,0,1,0,0.281667629257514,0.0946711744686673,0,0.36496752414993,0.548595988441218,0.448401658945359,0,0.101928598243478,0.430391556452101,0.384548316186319,0.0946711744686673,0,0.0946711744686673,0.457824622203084,0,0.0946711744686673,0.0946711744686673,0.516062830138284,0,0,0.548595988441218,0.0946711744686673,0.30326006603292,0.774297994220609,0.0946711744686673,0.106713950843701,0.36496752414993,0.0946711744686673,0.857597889113025,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.430391556452101,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.36496752414993,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.411393717784423,0.0946711744686673,0.457824622203084,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.430391556452101,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.384548316186319,0.0946711744686673,0.0946711744686673,0
GO:0043231,0.872793630768582,0,0,0,0,0,0,0.872793630768582,0.381790518868639,0.485140103696232,0,0,0.52747428417173,0,0.485140103696232,0.485140103696232,0,0,0,0.485140103696232,0,0,0,0,0,0,0,0,0,0.485140103696232,0.485140103696232,0.445343630526195,0.381790518868639,0,0,0,0,0.485140103696232,0.485140103696232,0,0.485140103696232,0,0,0.485140103696232,0.485140103696232,0,0,0,0.502868640027624,0,0,0,0,0,0,0,0,0.445343630526195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415106232425355,0,0,0,0.381790518868639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485140103696232,0,0,0,0.381790518868639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445343630526195
GO:0072734,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.281667629257514,0.281667629257514,0.0946711744686673,0,0,0,0,0.0946711744686673,0.281667629257514,0.0946711744686673,0,0,0,0.281667629257514,0,0.281667629257514,0,0,0,0.368928321788923,0.281667629257514,0.0946711744686673,0,0.281667629257514,0.328437876110948,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0.281667629257514,0.281667629257514,0,0.281667629257514,0,1,0.0946711744686673,0,0.281667629257514,0.281667629257514,0.328437876110948,0,0.527018011072768,0.281667629257514,0.281667629257514,0.0946711744686673,0,0.600226733090059,0.631895883333634,0,0.0946711744686673,0.0946711744686673,0.317497545705384,0,0,0.0946711744686673,0.48949377244666,0.680336564804512,0.281667629257514,0.600226733090059,0.106713950843701,0.281667629257514,0.0946711744686673,0.281667629257514,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0,0.715195778226051,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.281667629257514,0.0946711744686673,0.118322200861944,0.600226733090059,0.0946711744686673,0.0946711744686673,0.317497545705384,0.0946711744686673,0.281667629257514,0.0946711744686673,0.110391100153688,0.0946711744686673,0.774297994220609,0.0946711744686673,0.101928598243478,0.281667629257514,0.631895883333634,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.774297994220609,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0
GO:2000045,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.360944580668736,0.360944580668736,0,0,0,0.317089063654214,0,0,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0,0,0,0,0.0946711744686673,0.242146205299344,0.294511987652447,0,0,0,0.0946711744686673,0,0.0946711744686673,0,0,0,0.124000324817517,0.0946711744686673,0.0946711744686673,0,0.0946711744686673,0.110391100153688,0,0.0946711744686673,0.252684044303801,0.0946711744686673,0.0946711744686673,0.0946711744686673,0,0.0946711744686673,0,0.0946711744686673,1,0,0.0946711744686673,0.0946711744686673,0.110391100153688,0,0.101928598243478,0.0946711744686673,0.0946711744686673,0.252684044303801,0,0.0946711744686673,0.294511987652447,0,0.294511987652447,0.294511987652447,0.331975788296843,0,0,0.0946711744686673,0.0946711744686673,0.317089063654214,0.0946711744686673,0.0946711744686673,0.331975788296843,0.0946711744686673,0.294511987652447,0.0946711744686673,0.294511987652447,0,0.242146205299344,0.294511987652447,0.0946711744686673,0,0.0946711744686673,0.317089063654214,0.294511987652447,0,0.294511987652447,0,0.0946711744686673,0.294511987652447,0.315810302476156,0.0946711744686673,0.294511987652447,0.252684044303801,0.106713950843701,0.294511987652447,0.294511987652447,0.294511987652447,0.343415009984513,0.252684044303801,0.0946711744686673,0.252684044303801,0.317089063654214,0.0946711744686673,0.0946711744686673,0.294511987652447,0.294511987652447,0.294511987652447,0.0946711744686673,0.252684044303801,0.294511987652447,0.294511987652447,0.0946711744686673,0.294511987652447,0.294511987652447,0
GO:0102009,0,0.36496752414993,0.600226733090059,0.600226733090059,0,0.36496752414993,0.473049572926707,0,0,0,0.36496752414993,0.36496752414993,0,0.600226733090059,0,0,0.36496752414993,0,0,0,0.857597889113025,0.473049572926707,0,0.36496752414993,0.473049572926707,0,0,0,0,0,0,0,0,0,0,0,0.509313211108978,0,0,0,0,0,0.473049572926707,0,0,0,0,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36496752414993,0,0,0,0,0.774297994220609,0,0,0,0,0,0,0,0.473049572926707,0,0,0,0,0,0,0,0,0,0,0.36496752414993,0,0,0,0,0,0,0,0,0,0.600226733090059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0019439,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.507369635036905,0.507369635036905,0.0946711744686673,0,0,0,0,0.330647462039732,0.281667629257514,0.0946711744686673,0,0,0,0.507369635036905,0,0.36496752414993,0,0,0,0.664552857828372,0.281667629257514,0.330647462039732,0,0.507369635036905,0.591617168696223,0,0.715195778226051,0.0946711744686673,0.507369635036905,0.507369635036905,0.281667629257514,0,0.36496752414993,0,0.281667629257514,0.0946711744686673,0,1,0.507369635036905,0.425569522480285,0,0.101928598243478,0.281667629257514,0.507369635036905,0.0946711744686673,0,0.0946711744686673,0.36496752414993,0,0.0946711744686673,0.0946711744686673,0.411393717784423,0,0,0.330647462039732,0.0946711744686673,0.30326006603292,0.857597889113025,0.0946711744686673,0.106713950843701,0.715195778226051,0.0946711744686673,0.36496752414993,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.281667629257514,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.36496752414993,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.411393717784423,0.0946711744686673,0.36496752414993,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.281667629257514,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.0946711744686673,0
GO:0009051,0,0,0,0,0.0946711744686673,0,0,0,0,0,0,0,0,0,0,0,0,0.116025998270518,0.116025998270518,0,0,0,0.101928598243478,0,0,0.0946711744686673,0.526950427073293,0.526950427073293,0.0946711744686673,0,0,0,0,0.384548316186319,0.430391556452101,0.0946711744686673,0,0,0,0.774297994220609,0,0.631895883333634,0,0,0,0.690199783477319,0.430391556452101,0.548595988441218,0,0.526950427073293,0.833952353784062,0,0.457824622203084,0.0946711744686673,0.526950427073293,0.715195778226051,0.281667629257514,0,0.548595988441218,0,0.281667629257514,0.0946711744686673,0,0.507369635036905,1,0.591617168696223,0,0.101928598243478,0.430391556452101,0.526950427073293,0.0946711744686673,0,0.0946711744686673,0.507369635036905,0,0.0946711744686673,0.0946711744686673,0.571910284168219,0,0,0.548595988441218,0.0946711744686673,0.30326006603292,0.548595988441218,0.0946711744686673,0.106713950843701,0.572793667339076,0.0946711744686673,0.631895883333634,0.0946711744686673,0,0.0946711744686673,0.0946711744686673,0.430391556452101,0,0.0946711744686673,0.101928598243478,0.0946711744686673,0,0.0946711744686673,0,0.715195778226051,0.0946711744686673,0.118322200861944,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.872793630768582,0.0946711744686673,0.507369635036905,0.0946711744686673,0.110391100153688,0.0946711744686673,0.281667629257514,0.0946711744686673,0.101928598243478,0.430391556452101,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.281667629257514,0.0946711744686673,0.0946711744686673,0.0946711744686673,0.384548316186319,0.0946711744686673,0.0946711744686673,0
